공통표준용어명,공통표준용어설명,공통표준용어영문약어명,공통표준도메인명,허용값,저장 형식,표현 형식,행정표준코드명,소관기관명,용어 이음동의어 목록,제정차수,개정구분명(폐기 또는 변경),개정항목,개정사유
게시일시,여러 사람에게 알리기 위하여 내붙이거나 내걸어 두루 보게 한 날짜와 시각,PSTG_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,,7차(2024-11),,,
게시일자,여러 사람에게 알리기 위하여 내붙이거나 내걸어 두루 보게 한 날짜,PSTG_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,1차(2020-08),,,
게시자명,여러 사람에게 알리기 위하여 내붙이거나 내걸어 두루 보게 올린 사람의 이름,PBLR_NM,명V100,,100자리 이내 문자,,,,게시자이름,2차(2020-12),,,
게시자이메일주소,여러 사람에게 알리기 위하여 내붙이거나 내걸어 두루 보게 올린 사람의 이메일 주소,PBLR_EML_ADDR,주소V320,,320자리 이내 문자,,,,,7차(2024-11),,,
게시자전화번호,여러 사람에게 알리기 위하여 내붙이거나 내걸어 두루 보게 올린 사람의 전화번호,PBLR_TELNO,전화번호V11,,11자리 이내 문자,(9)99-(9)999-9999 or 999-(9)999-9999 or 9999-9999 or 999-(9)999-9999,,,,8차(2025-11),,,
게시자휴대전화번호,여러 사람에게 알리기 위하여 내붙이거나 내걸어 두루 보게 올린 사람의 휴대전화번호,PBLR_MBL_TELNO,전화번호V11,,11자리 이내 문자,(9)99-(9)999-9999 or 999-(9)999-9999 or 9999-9999 or 999-(9)999-9999,,,,8차(2025-11),,,
게시장소명,여러 사람에게 알리기 위하여 내붙이거나 내걸어 두루 보게 하는 곳의 이름,PSTG_PLC_NM,명V100,,100자리 이내 문자,,,,,8차(2025-11),,,
게시제목,여러 사람에게 알리기 위하여 내붙이거나 내걸어 두루 보게 하는 것을 대표하여 붙이는 이름,PSTG_TTL,명V256,,256자리 이내 문자,,,,,8차(2025-11),,,
게시종료시각,여러 사람에게 알리기 위하여 내붙이거나 내걸어 두루 보게 하는 일을 끝낸 어느 한 시점,PSTG_END_TM,시분초C6,"HH : 00~23,  MI : 00~59,  SS : 00~59",HH24MISS,HH:MI:SS,,,,5차(2022-07),,,
게시종료일시,여러 사람에게 알리기 위하여 내붙이거나 내걸어 두루 보게 한 마지막 날짜와 시각,PSTG_END_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,,4차(2021-12),,,
게시종료일자,여러 사람에게 알리기 위하여 내붙이거나 내걸어 두루 보게 한 마지막 날짜 ,PSTG_END_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,1차(2020-08),,,
게시판관리자명,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지의 내용을 관리하는 사람의 이름,BBS_MNGR_NM,명V100,,100자리 이내 문자,,,,,8차(2025-11),,,
게시판그룹명,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지의 내용을 무리 지은 것의 이름,BBS_GROUP_NM,명V100,,100자리 이내 문자,,,,,6차(2023-11),,,
게시판그룹일련번호,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지의 내용을 무리 지은 것에 일정한 방식으로 연속되게 매긴 번호,BBS_GROUP_SN,일련번호N22,,9999999999999999999999,9999999999999999999999,,,,8차(2025-11),,,
게시판내용,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지의 내용,BBS_CN,내용V4000,,4000자리 이내 문자,,,,,5차(2022-07),,,
게시판댓글내용,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지의 원문에 짤막하게 답하여 올리는 글의 내용,BBS_CMNT_CN,내용V4000,,4000자리 이내 문자,,,,,8차(2025-11),,,
게시판댓글사용여부,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지에 댓글을 작성하는 기능을 사용할 수 있게 했는지 여부,BBS_CMNT_USE_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,,7차(2024-11),,,
게시판댓글일련번호,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지의 원문에 짤막하게 답하여 올리는 글에 일정한 방식으로 연속되게 매긴 번호,BBS_CMNT_SN,일련번호N22,,9999999999999999999999,9999999999999999999999,,,,8차(2025-11),,,
게시판등록일시,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지에 올린 날짜와 시각,BBS_REG_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,,8차(2025-11),,,
게시판등록일자,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지에 올린 날짜,BBS_REG_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,6차(2023-11),,,
게시판레벨,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지의 일정한 표준이나 정도,BBS_LV,번호V10,,10자리 이내 문자,,,,,8차(2025-11),,,
게시판명,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지의 이름,BBS_NM,명V256,,256자리 이내 문자,,,,"게시판이름, 게시판명칭",5차(2022-07),,,
게시판분류명,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지를 종류에 따라서 가른 것에 붙인 이름,BBS_CLSF_NM,명V200,,200자리 이내 문자,,,,,7차(2024-11),,,
게시판사용여부,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지를 사용할지 여부,BBS_USE_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,,5차(2022-07),,,
게시판상단내용,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지 화면의 가장 위쪽 내용,BBS_UPEND_CN,내용V4000,,4000자리 이내 문자,,,,,8차(2025-11),,,
게시판설명,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지에 대한 설명,BBS_EXPLN,내용V4000,,4000자리 이내 문자,,,,,6차(2023-11),,,
게시판순서,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판을 정해진 기준에 따라 배열한 차례,BBS_SEQ,순서N10,,9999999999,9999999999,,,,7차(2024-11),변경,공통표준용어설명,유관 용어와의 통일성 및 적합성을 고려하여 설명 수정
게시판스킨명,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지에서 사용자의 화면 모양을 변경하는 데 사용되는 그래픽 파일이나 음성 파일의 이름,BBS_SKN_NM,명V200,,200자리 이내 문자,,,,,8차(2025-11),,,
게시판영문명,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지의 영문 이름,BBS_ENG_NM,명V300,,300자리 이내 문자,,,,,7차(2024-11),,,
게시판유형명,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판의 성질이나 특징 따위가 공통적인 것끼리 묶은 틀에 속하는 것에 붙인 이름,BBS_TYPE_NM,명V300,,300자리 이내 문자,,,,,7차(2024-11),,,
게시판일련번호,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지에 일정한 방식으로 연속되게 매긴 번호,BBS_SN,일련번호N22,,9999999999999999999999,9999999999999999999999,,,"게시판번호, 게시판연번, 게시판순번",5차(2022-07),,,
게시판조회수,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지를 확인한 횟수,BBS_INQ_CNT,수N10,,9999999999,"9,999,999,999",,,,6차(2023-11),,,
게시판종류명,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판의 부문을 나눈 갈래의 이름,BBS_KND_NM,명V100,,100자리 이내 문자,,,,,7차(2024-11),,,
게시판첨부파일명,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지에 덧붙인 파일의 이름,BBS_ATCH_FILE_NM,명V300,,300자리 이내 문자,,,,,7차(2024-11),,,
게시판테마명,"여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지에 그래픽 사용자 인터페이스(GUI)의 전반적인 모양과 색상, 디자인 요소의 집합을 미리 설정한 꾸러미의 이름",BBS_THM_NM,명V200,,200자리 이내 문자,,,,,8차(2025-11),,,
게시판하단내용,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지 화면의 가장 아래쪽 내용,BBS_LWPT_CN,내용V4000,,4000자리 이내 문자,,,,,8차(2025-11),,,
게시판URL주소,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판 또는 웹페이지의 URL 주소,BBS_URL_ADDR,주소V2000,,2000자리 이내 문자,,,,,6차(2023-11),,,
게임명,규칙을 정해 놓고 승부를 겨루는 놀이의 이름,GAME_NM,명V100,,100자리 이내 문자,,,문화체육관광부,,7차(2024-11),,,
견본번호,전체 상품의 품질이나 상태 따위를 알아볼 수 있도록 내놓아 보이는 물건에 부여하는 식별 번호,SAMPL_NO,번호V20,,20자리 이내 문자,,,,,8차(2025-11),,,
견적금액,어떤 일을 하는 데 필요한 비용 따위를 미리 계산하여 제시하는 돈의 액수,ESTMT_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,6차(2023-11),,,
견적내용,어떤 일을 하는 데 필요한 비용 따위를 미리 계산하여 제시한 것의 내용,ESTMT_CN,내용V4000,,4000자리 이내 문자,,,,,8차(2025-11),,,
견적단가,어떤 일을 하는 데 필요한 비용 따위를 미리 계산하여 제시할 때 물건 한 단위의 가격,ESTMT_UNTPRC,금액N15,,999999999999999,"999,999,999,999,999",,,,7차(2024-11),,,
견적번호,어떤 일을 하는 데 필요한 비용 따위를 미리 어림잡아 계산한 것에 부여하는 식별 번호,ESTMT_NO,번호V20,,20자리 이내 문자,,,,,7차(2024-11),,,
견적일자,어떤 일을 하는 데 필요한 비용 따위를 미리 어림잡아 계산한 날짜,ESTMT_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,7차(2024-11),,,
결격사유,일정한 공직(公職)이나 자격 따위를 얻는 데 제한이 되는 이유,DSQL_RSN,내용V4000,,4000자리 이내 문자,,,,,8차(2025-11),,,
결과건수,어떤 원인으로 결말이 생긴 건수,RSLT_NOCS,수N10,,9999999999,"9,999,999,999",,,,7차(2024-11),변경,공통표준용어설명,유관 용어와의 통일성 및 적합성을 고려하여 설명 수정
결과공개여부,어떤 일이 수행되어 마지막에 나온 결말의 상태를 여러 사람에게 널리 알리는지 여부,RSLT_RLS_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,,6차(2023-11),,,
결과내용,어떤 일이 수행되어 마지막에 나온 것의 내용,RSLT_CN,내용V4000,,4000자리 이내 문자,,,,,5차(2022-07),,,
결과등록여부,어떤 일이 수행되어 마지막에 나온 결말의 상태를 등록하였는지 여부,RSLT_REG_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,,7차(2024-11),,,
결과등록일시,어떤 일이 수행되어 마지막에 나온 결말의 상태를 등록하는 날짜와 시각,RSLT_REG_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,,7차(2024-11),,,
결과등록일자,어떤 일이 수행되어 마지막에 나온 결말의 상태를 등록하는 날짜,RSLT_REG_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,6차(2023-11),,,
결과메시지내용,어떤 일에 대해 잘 살펴서 조사한 결론을 알리기 위해 전하는 내용,RSLT_MSG_CN,내용V4000,,4000자리 이내 문자,,,,,6차(2023-11),,,
결과보고내용,어떤 일이 수행되어 마지막에 나온 것을 말이나 글로 알린 것의 내용,RSLT_RPT_CN,내용V4000,,4000자리 이내 문자,,,,,7차(2024-11),,,
결과보고일자,어떤 일이 수행되어 마지막에 나온 것을 말이나 글로 알린 날짜,RSLT_RPT_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,8차(2025-11),,,
결과상세내용,어떤 일이 수행되어 마지막에 나온 것을 말이나 글로 낱낱이 자세하게 알린 것의 내용,RSLT_DTL_CN,내용V4000,,4000자리 이내 문자,,,,,7차(2024-11),,,
결과수신시간,어떤 일이 수행되어 마지막에 나온 것을 우편이나 전보 등의 통신을 통해 받는 데 걸리는 일정한 시간,RSLT_RCPTN_HR,시분초C6,"HH : 00~23,  MI : 00~59,  SS : 00~59",HH24MISS,HH:MI:SS,,,,7차(2024-11),,,
결과수신일시,어떤 일이 수행되어 마지막에 나온 것을 우편이나 전보 등의 통신을 통해 받은 날짜와 시각,RSLT_RCPTN_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,,7차(2024-11),,,
결과수신일자,어떤 일이 수행되어 마지막에 나온 것을 우편이나 전보 등의 통신을 통해 받은 날짜,RSLT_RCPTN_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,7차(2024-11),,,
결과점수,어떤 원인으로 결말이 생긴 것을 성적으로 나타내는 점수 ,RSLT_SCR,수N7,,9999999,9999999,,,,7차(2024-11),,,
결과통보여부,어떤 일이 수행되어 마지막에 나온 것을 통지하여 보고하였는지 여부,RSLT_NTFCTN_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,,8차(2025-11),,,
결과통보일시,어떤 일이 수행되어 마지막에 나온 것을 통지하여 보고한 날짜와 시각,RSLT_NTFCTN_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,,8차(2025-11),,,
결과통보일자,어떤 일이 수행되어 마지막에 나온 것을 통지하여 보고한 날짜,RSLT_NTFCTN_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,5차(2022-07),,,
결과파일명,어떤 원인으로 결말이 들어있는 파일의 이름,RSLT_FILE_NM,명V300,,300자리 이내 문자,,,,,7차(2024-11),,,
결과확인일시,어떤 일이 수행되어 마지막에 나온 것을 확인한 날짜와 시각,RSLT_IDNTY_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,,7차(2024-11),,,
결근여부,근무해야 할 날에 출근하지 않고 빠졌는지 여부,ABSWK_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,,8차(2025-11),,,
결근일수,근무해야 할 날에 출근하지 않고 빠진 날의 수,ABSWK_DAY_CNT,수N7,,9999999,9999999,,,,7차(2024-11),,,
결론내용,말이나 글의 끝을 맺는 부분을 설명한 내용,CNCLSN_CN,내용V4000,,4000자리 이내 문자,,,,,8차(2025-11),,,
결산계정과목명,회계에서 일정한 기간의 수입과 지출을 마감하여 계산하는 일의 단위가 되는 각 계정의 이름,SOA_ACNTL_NM,명V100,,100자리 이내 문자,,,,,8차(2025-11),,,
결산금액,일정한 기간의 수입과 지출을 마감하여 계산하여 나온 돈의 액수,SOA_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,6차(2023-11),,,
결산기준연도,일정한 기간의 수입과 지출을 마감하여 계산하는 기준이 되는 연도,SOA_CRTR_YR,연도C4,YYYY : 0001~9999,YYYY,YYYY,,,,6차(2023-11),,,
결산기준연월,일정한 기간의 수입과 지출을 마감하여 계산하는 기준이 되는 연도와 월,SOA_CRTR_YM,연월C6,"YYYY : 0001~9999, MM : 01~12",YYYYMM,YYYY-MM,,,,6차(2023-11),,,
결산기준일자,일정한 기간의 수입과 지출을 마감하여 계산하는 기준이 되는 날짜,SOA_CRTR_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,6차(2023-11),,,
결산내용,일정한 기간의 수입과 지출을 마감하여 계산하는 일을 설명한 내용,SOA_CN,내용V4000,,4000자리 이내 문자,,,,,8차(2025-11),,,
결산시작일자,일정한 기간의 수입과 지출을 마감하여 계산을 시작한 날짜,SOA_BGNG_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,6차(2023-11),,,
결산여부,일정한 기간의 수입과 지출을 마감하여 계산하였는지 여부,SOA_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,,8차(2025-11),,,
결산일련번호,일정한 기간의 수입과 지출을 마감하여 계산하는 일에 일정한 방식으로 연속되게 매긴 번호,SOA_SN,일련번호N10,,9999999999,9999999999,,,,6차(2023-11),,,
결산종료일자,일정한 기간의 수입과 지출을 마감하여 계산을 끝마친 날짜,SOA_END_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,6차(2023-11),,,
결석여부,나가야 할 자리에 나가지 않았는지 여부,ABSNC_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,,7차(2024-11),,,
결석일수,나가야 할 자리에 나가지 않은 날의 수,ABSNC_DAY_CNT,수N7,,9999999,9999999,,,,7차(2024-11),,,
결손금액,일정한 기간 동안 수입보다 지출이 많아서 생긴 손실된 돈의 액수,DFCT_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,8차(2025-11),,,
결원인원수,사람이 빠져 정원에 차지 않고 빈 사람의 수,VCNCY_NOPE,수N10,,9999999999,"9,999,999,999",,,,8차(2025-11),,,
결의금액,어떤 것을 의논하여 결정한 돈의 액수,RSLTN_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,6차(2023-11),,,
결의내용,어떤 것을 의논하여 결정한 것의 내용,RSLTN_CN,내용V4000,,4000자리 이내 문자,,,,,7차(2024-11),,,
결의번호,어떤 것을 의논하여 결정한 내용에 부여하는 식별 번호,RSLTN_NO,번호V10,,10자리 이내 문자,,,,,5차(2022-07),,,
결의서금액,어떤 사안에 대하여 결의한 내용을 적은 문서에 기재된 돈의 액수,RSDOC_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,7차(2024-11),,,
